Parameter,Object,Object timestamp,Writable,Writable timestamp,Value,Value type,Value timestamp,Notification,Notification timestamp,Access list,Access list timestamp
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.X_HW_H248.StackInfo.ResponseAckCtrl,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"false",xsd:boolean,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.X_HW_H248.StackInfo.RetransMode,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"Fixed",xsd:string,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.X_HW_H248.StackInfo.Retransfailoption,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"Times",xsd:string,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.X_HW_H248.auth,true,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"",,,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.X_HW_H248.auth.HeaderSecurityType,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"md5",xsd:string,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.X_HW_H248.auth.auth,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"false",xsd:boolean,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.X_HW_H248.auth.authHeader,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"false",xsd:boolean,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.X_HW_H248.auth.authInitKey,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"",xsd:string,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.X_HW_H248.auth.authmgid,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"",xsd:string,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.X_HW_HangingReminderToneTimer,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"60",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.X_HW_HowlerSendFlag,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"true",xsd:boolean,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.X_HW_InterfaceState,false,2024-03-17T06:42:51.606Z,false,2024-03-17T06:42:51.606Z,"",xsd:string,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.X_HW_KeepTransferActivePeriod,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"0",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.X_HW_NoAnswerTimer,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"180",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.X_HW_OverseaVer,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"0",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.X_HW_PortName,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"",xsd:string,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.X_HW_Ring,true,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"",,,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.X_HW_Ring.Mapping,true,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"",,,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.X_HW_Ring.Mapping.1,true,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"",,,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.X_HW_Ring.Mapping.1.CadenceType,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"0",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.X_HW_Ring.Mapping.1.InitialRing,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"0",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.X_HW_Ring.Mapping.1.Pattern,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"0",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.X_HW_Ring.Mapping.1.RingName,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"alert-group",xsd:string,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.X_HW_Ring.Mapping.2,true,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"",,,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.X_HW_Ring.Mapping.2.CadenceType,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"2",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.X_HW_Ring.Mapping.2.InitialRing,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"2",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.X_HW_Ring.Mapping.2.Pattern,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"1",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.X_HW_Ring.Mapping.2.RingName,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"alert-external",xsd:string,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.X_HW_Ring.Mapping.3,true,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"",,,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.X_HW_Ring.Mapping.3.CadenceType,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"5",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.X_HW_Ring.Mapping.3.InitialRing,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"5",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.X_HW_Ring.Mapping.3.Pattern,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"2",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.X_HW_Ring.Mapping.3.RingName,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"alert-internal",xsd:string,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.X_HW_Ring.Mapping.4,true,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"",,,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.X_HW_Ring.Mapping.4.CadenceType,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"3",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.X_HW_Ring.Mapping.4.InitialRing,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"3",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.X_HW_Ring.Mapping.4.Pattern,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"3",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.X_HW_Ring.Mapping.4.RingName,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"",xsd:string,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.X_HW_Ring.Mapping.5,true,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"",,,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.X_HW_Ring.Mapping.5.CadenceType,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"0",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.X_HW_Ring.Mapping.5.InitialRing,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"0",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.X_HW_Ring.Mapping.5.Pattern,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"4",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.X_HW_Ring.Mapping.5.RingName,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"",xsd:string,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.X_HW_Ring.Mapping.6,true,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"",,,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.X_HW_Ring.Mapping.6.CadenceType,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"6",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.X_HW_Ring.Mapping.6.InitialRing,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"6",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.X_HW_Ring.Mapping.6.Pattern,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"5",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.X_HW_Ring.Mapping.6.RingName,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"",xsd:string,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.X_HW_Ring.UserDefine,true,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"",,,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.X_HW_Ring.UserDefine.1,true,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"",,,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.X_HW_Ring.UserDefine.1.RingPara1,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"0",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.X_HW_Ring.UserDefine.1.RingPara2,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"0",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.X_HW_Ring.UserDefine.1.RingPara3,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"0",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.X_HW_Ring.UserDefine.1.RingPara4,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"0",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.X_HW_Ring.UserDefine.1.RingPara5,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"0",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.X_HW_Ring.UserDefine.1.RingPara6,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"0",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.X_HW_Ring.UserDefine.1.RingType,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"32",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.X_HW_ServerType,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"",xsd:string,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.X_HW_Signal,true,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"",,,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.X_HW_Signal.List,true,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"",,,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.X_HW_Signal.Mapping,true,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"",,,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfileNumberOfEntries,false,2024-03-17T06:42:51.606Z,false,2024-03-17T06:42:51.606Z,"1",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.X_HW_DialSN,true,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"",,,,,,
InternetGatewayDevice.Services.VoiceService.1.X_HW_DialSN.DialSNMode,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"0",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.X_HW_DialSN.FailSetToneId,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"101",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.X_HW_DialSN.InputToneId,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"0",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.X_HW_DialSN.IsDialSNSecurityDisabled,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"false",xsd:boolean,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.X_HW_DialSN.IsHaveAuthed,false,2024-03-17T06:42:51.606Z,false,2024-03-17T06:42:51.606Z,"true",xsd:boolean,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.X_HW_DialSN.PONAuthInfoQueryCode,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"",xsd:string,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.X_HW_DialSN.PONAuthInfoToneId,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"0",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.X_HW_DialSN.Prefix,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"**",xsd:string,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.X_HW_DialSN.SucessSetToneId,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"102",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.X_HW_DialSN.TimerCompleteInput,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"10",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.X_HW_DialSN.TimerWaitInput,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"10",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.X_HW_DspTemplate,true,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"",,,,,,
InternetGatewayDevice.Services.VoiceService.1.X_HW_DspTemplate.ServiceNumMapping,true,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"",,,,,,
InternetGatewayDevice.Services.VoiceService.1.X_HW_DspTemplate.Templates,true,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"",,,,,,
InternetGatewayDevice.Services.VoiceService.1.X_HW_InnerCall,true,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"",,,,,,
InternetGatewayDevice.Services.VoiceService.1.X_HW_InnerCall.Enable,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"false",xsd:boolean,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.X_HW_InnerCall.Prefix,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"**123#",xsd:string,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.X_HW_InnerParameters,true,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"",,,,,,
InternetGatewayDevice.Services.VoiceService.1.X_HW_InnerParameters.AutoResetInterfaceTimer,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"3000",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.X_HW_InnerParameters.CodecPreferredMode,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"Narrowband",xsd:string,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.X_HW_InnerParameters.ConfigurationInterruptCallEnable,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"true",xsd:boolean,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.X_HW_InnerParameters.DelayResetTimerOnExistCall,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"0",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.X_HW_InnerParameters.FskBindReceiveGainEnable,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"true",xsd:boolean,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.X_HW_InnerParameters.GracefulTimerOnCallClear,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"30",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.X_HW_InnerParameters.RegisterExpiresPriorityMode,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"0",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.X_HW_InnerParameters.SendGainRelativeEnable,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"false",xsd:boolean,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.X_HW_InnerParameters.ToneBindReceiveGainEnable,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"false",xsd:boolean,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.X_HW_InnerParameters.UserAgentDomainPriorityMode,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"false",xsd:boolean,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.X_HW_InnerParameters.VBDDualDetectReportMode,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"1",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.X_HW_LineTestThreshold,true,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"",,,,,,
InternetGatewayDevice.Services.VoiceService.1.X_HW_LineTestThreshold.Threshold0,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"55",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.X_HW_LineTestThreshold.Threshold1,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"40",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.X_HW_LineTestThreshold.Threshold10,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"700",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.X_HW_LineTestThreshold.Threshold11,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"200",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.X_HW_LineTestThreshold.Threshold12,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"350",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.X_HW_LineTestThreshold.Threshold13,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"50",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.X_HW_LineTestThreshold.Threshold2,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"20000",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.X_HW_LineTestThreshold.Threshold3,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"3000",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.X_HW_LineTestThreshold.Threshold4,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"100000",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.X_HW_LineTestThreshold.Threshold5,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"100",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.X_HW_LineTestThreshold.Threshold6,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"2000",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.X_HW_LineTestThreshold.Threshold7,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"2000",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.X_HW_LineTestThreshold.Threshold8,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"2000",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.X_HW_LineTestThreshold.Threshold9,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"20000",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.X_HW_RemoteCapServer,true,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"",,,,,,
InternetGatewayDevice.Services.VoiceService.1.X_HW_RemoteCapServer.LocalTransport,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"50100",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.X_HW_RemoteCapServer.PortName,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"",xsd:string,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.X_HW_RemoteCapServer.RemoteIP,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"",xsd:string,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.X_HW_RemoteCapServer.RemoteTransport,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"0",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.X_HW_RemoteCapServer.ReplaceSourceIP,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"",xsd:string,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.X_HW_Reset,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"false",xsd:boolean,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.X_HW_SimulateTestParameters,true,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"",,,,,,
InternetGatewayDevice.Services.VoiceService.1.X_HW_SimulateTestParameters.CalledNumberDialInterval,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"500",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.X_HW_SimulateTestParameters.DTMFSendDelay,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"3",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.X_HW_SimulateTestParameters.DTMFSendInterval,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"100",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.X_HW_SimulateTestParameters.DTMFSendPeriod,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"100",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.X_HW_SimulateTestParameters.DialDTMFConfirmFailToneId,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"104",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.X_HW_SimulateTestParameters.DialDTMFConfirmInputToneId,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"103",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.X_HW_SimulateTestParameters.DialDTMFConfirmSucessToneId,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"105",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.X_HW_AccessLimit,true,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"",,,,,,
